time_period,rmd_sector,stock_net_million_ron,flow_net_million_ron,construction
2022-Q1,F,25028.0,7832.5,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q1,G,-363207.2,-27181.2,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q1,BNR,-30305.3,225.6,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q1,X,600403.8,31333.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q2,H,701520.9,6248.3,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q2,C,-960656.0,-22113.1,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q2,F,22930.3,-4012.4,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q2,G,-315580.6,-7519.5,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q2,BNR,-29927.9,243.2,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q2,X,581713.4,27153.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q3,H,722986.4,12994.2,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q3,C,-965661.7,-6955.4,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q3,F,22726.0,2345.8,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q3,G,-328653.0,-21545.8,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q3,BNR,-28654.8,-223.6,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q3,X,577257.0,13384.9,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q4,H,823214.4,32256.9,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q4,C,-1044115.9,-24355.8,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q4,F,19977.4,720.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q4,G,-383551.2,-32343.9,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q4,BNR,-30039.8,122.8,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2022-Q4,X,614515.2,23599.3,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q1,H,852359.2,18561.0,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q1,C,-1041156.0,-6832.1,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q1,F,25494.2,2602.8,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q1,G,-421900.6,-29723.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q1,BNR,-30970.5,-1.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q1,X,616173.6,15393.8,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q2,H,876691.9,21793.8,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q2,C,-1066471.9,-15327.2,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q2,F,30652.8,5749.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q2,G,-459577.3,-20214.0,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q2,BNR,-29962.0,-335.3,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q2,X,648666.5,8333.2,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q3,H,878854.7,12716.6,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q3,C,-1084943.9,-4822.3,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q3,F,25243.5,2404.5,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q3,G,-445647.4,-23691.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q3,BNR,-29289.4,-405.1,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q3,X,655782.5,13798.1,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q4,H,885715.5,16946.4,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q4,C,-1065747.4,10382.7,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q4,F,20404.0,-2443.0,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q4,G,-500377.7,-31526.0,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
2023-Q4,BNR,-33018.8,-1879.4,OECD_NONCONSOLIDATED_F2_F8_ESA2010_S1M_L_F2_STRUCTURAL_ZERO
