measure,time_period,rmd_sector,assets_million_ron,liabilities_million_ron,net_million_ron
stock,2022-Q2,C,1098993.1,2059649.1,-960656.0
stock,2022-Q2,F,954117.4,931187.1,22930.3
stock,2022-Q2,G,439736.7,755317.3,-315580.6
stock,2022-Q2,BNR,218949.2,248877.1,-29927.9
stock,2022-Q2,X,1075656.7,493943.3,581713.4
stock,2022-Q3,H,991227.3,268240.9,722986.4
stock,2022-Q3,C,1136768.3,2102430.0,-965661.7
stock,2022-Q3,F,969583.4,946857.4,22726.0
stock,2022-Q3,G,441481.2,770134.2,-328653.0
stock,2022-Q3,BNR,220423.1,249077.9,-28654.8
stock,2022-Q3,X,1098537.7,521280.7,577257.0
stock,2022-Q4,H,1097655.3,274440.9,823214.4
stock,2022-Q4,C,1188752.4,2232868.3,-1044115.9
stock,2022-Q4,F,999352.8,979375.4,19977.4
stock,2022-Q4,G,438291.0,821842.2,-383551.2
stock,2022-Q4,BNR,224190.8,254230.6,-30039.8
stock,2022-Q4,X,1139969.0,525453.8,614515.2
stock,2023-Q1,H,1126888.1,274528.9,852359.2
stock,2023-Q1,C,1193304.0,2234460.0,-1041156.0
stock,2023-Q1,F,1020643.6,995149.4,25494.2
stock,2023-Q1,G,470491.4,892392.0,-421900.6
stock,2023-Q1,BNR,259168.7,290139.2,-30970.5
stock,2023-Q1,X,1170525.5,554351.9,616173.6
stock,2023-Q2,H,1153808.2,277116.3,876691.9
stock,2023-Q2,C,1207489.3,2273961.2,-1066471.9
stock,2023-Q2,F,1061659.0,1031006.2,30652.8
stock,2023-Q2,G,474702.0,934279.3,-459577.3
stock,2023-Q2,BNR,257052.5,287014.5,-29962.0
stock,2023-Q2,X,1222166.7,573500.2,648666.5
stock,2023-Q3,H,1159329.8,280475.1,878854.7
stock,2023-Q3,C,1232097.5,2317041.4,-1084943.9
stock,2023-Q3,F,1085219.7,1059976.2,25243.5
stock,2023-Q3,G,539651.3,985298.7,-445647.4
stock,2023-Q3,BNR,285384.6,314674.0,-29289.4
stock,2023-Q3,X,1274060.1,618277.6,655782.5
stock,2023-Q4,H,1180790.0,295074.5,885715.5
stock,2023-Q4,C,1176636.5,2242383.9,-1065747.4
stock,2023-Q4,F,1147263.2,1126859.2,20404.0
stock,2023-Q4,G,541701.9,1042079.6,-500377.7
stock,2023-Q4,BNR,289260.4,322279.2,-33018.8
stock,2023-Q4,X,1341675.1,648650.7,693024.4
stock,2024-Q1,H,1210617.5,298022.3,912595.2
stock,2024-Q1,C,1205109.6,2273019.4,-1067909.8
stock,2024-Q1,F,1179164.4,1163395.7,15768.7
stock,2024-Q1,G,586633.8,1116785.3,-530151.5
stock,2024-Q1,BNR,309245.6,344777.6,-35532.0
stock,2024-Q1,X,1390691.8,685462.4,705229.4
stock,2024-Q2,H,1238940.3,305796.8,933143.5
stock,2024-Q2,C,1235534.0,2340544.7,-1105010.7
stock,2024-Q2,F,1213730.8,1192918.0,20812.8
stock,2024-Q2,G,589089.2,1133087.5,-543998.3
stock,2024-Q2,BNR,311518.1,348041.6,-36523.5
stock,2024-Q2,X,1423584.0,692008.3,731575.7
stock,2024-Q3,H,1274342.2,313723.0,960619.2
stock,2024-Q3,C,1277490.5,2391852.6,-1114362.1
stock,2024-Q3,F,1232504.0,1216600.4,15903.6
stock,2024-Q3,G,602475.3,1199393.9,-596918.6
stock,2024-Q3,BNR,317592.8,355803.2,-38210.4
stock,2024-Q3,X,1470230.5,697262.3,772968.2
stock,2024-Q4,H,1298521.7,319823.8,978697.9
stock,2024-Q4,C,1282737.0,2384602.6,-1101865.6
stock,2024-Q4,F,1289248.8,1259240.0,30008.8
stock,2024-Q4,G,603528.5,1232511.4,-628982.9
stock,2024-Q4,BNR,298127.3,341816.8,-43689.5
stock,2024-Q4,X,1474826.8,708995.3,765831.5
stock,2025-Q1,H,1319272.5,322413.8,996858.7
stock,2025-Q1,C,1286931.1,2399876.4,-1112945.3
stock,2025-Q1,F,1307231.0,1272731.1,34499.9
stock,2025-Q1,G,614914.2,1274063.8,-659149.6
stock,2025-Q1,BNR,296753.4,345165.8,-48412.4
stock,2025-Q1,X,1499152.6,710004.1,789148.5
stock,2025-Q2,H,1324226.7,330800.2,993426.5
stock,2025-Q2,C,1289138.3,2419276.8,-1130138.5
stock,2025-Q2,F,1338503.1,1302861.7,35641.4
stock,2025-Q2,G,640070.2,1329030.9,-688960.7
stock,2025-Q2,BNR,288428.2,334654.9,-46226.7
stock,2025-Q2,X,1559778.5,723520.9,836257.6
stock,2025-Q3,H,1338241.9,335013.9,1003228.0
stock,2025-Q3,C,1301067.9,2444210.6,-1143142.7
stock,2025-Q3,F,1367519.3,1338829.4,28689.9
stock,2025-Q3,G,685605.0,1395116.1,-709511.1
stock,2025-Q3,BNR,321754.7,374848.9,-53094.2
stock,2025-Q3,X,1621380.5,747550.3,873830.2
stock,2025-Q4,H,1368124.0,336622.9,1031501.1
stock,2025-Q4,C,1336381.5,2473175.0,-1136793.5
stock,2025-Q4,F,1452300.1,1426249.4,26050.7
stock,2025-Q4,G,691983.5,1453569.5,-761586.0
stock,2025-Q4,BNR,319955.8,381916.9,-61961.1
stock,2025-Q4,X,1687915.7,785126.9,902788.8
stock,2026-Q1,H,1364123.9,339980.9,1024143.0
stock,2026-Q1,C,1338898.7,2489012.7,-1150114.0
stock,2026-Q1,F,1487476.2,1460961.9,26514.3
stock,2026-Q1,G,744834.2,1481799.9,-736965.7
stock,2026-Q1,BNR,330770.5,399555.1,-68784.6
stock,2026-Q1,X,1697777.0,792570.2,905206.8
